	gene_id	unqlen	simple	genename	genetype
ARHGEF5	ENSG00000050327.14	5818	ENSG00000050327	ARHGEF5	protein_coding
KLHL4	ENSG00000102271.13	5818	ENSG00000102271	KLHL4	protein_coding
TIMELESS	ENSG00000111602.11	5818	ENSG00000111602	TIMELESS	protein_coding
RGPD3	ENSG00000153165.18	5818	ENSG00000153165	RGPD3	protein_coding
ROR2	ENSG00000169071.14	5818	ENSG00000169071	ROR2	protein_coding
KBTBD12	ENSG00000187715.13	5818	ENSG00000187715	KBTBD12	protein_coding
AC022400.6	ENSG00000272916.5	5818	ENSG00000272916	AC022400.6	protein_coding
NOMO1	ENSG00000103512.14	5819	ENSG00000103512	NOMO1	protein_coding
CXXC4	ENSG00000168772.10	5819	ENSG00000168772	CXXC4	protein_coding
ZNF395	ENSG00000186918.13	5819	ENSG00000186918	ZNF395	protein_coding
AC011912.1	ENSG00000279145.1	5819	ENSG00000279145	AC011912.1	TEC
NR1D2	ENSG00000174738.12	5820	ENSG00000174738	NR1D2	protein_coding
ANKRD46	ENSG00000186106.11	5820	ENSG00000186106	ANKRD46	protein_coding
MPPED1	ENSG00000186732.13	5821	ENSG00000186732	MPPED1	protein_coding
PDZD7	ENSG00000186862.17	5821	ENSG00000186862	PDZD7	protein_coding
RPS6KB2	ENSG00000175634.14	5822	ENSG00000175634	RPS6KB2	protein_coding
CRMP1	ENSG00000072832.14	5823	ENSG00000072832	CRMP1	protein_coding
NUMBL	ENSG00000105245.9	5823	ENSG00000105245	NUMBL	protein_coding
LGSN	ENSG00000146166.16	5823	ENSG00000146166	LGSN	protein_coding
CASKIN2	ENSG00000177303.9	5823	ENSG00000177303	CASKIN2	protein_coding
PLA2G4E	ENSG00000188089.13	5823	ENSG00000188089	PLA2G4E	protein_coding
ZBED9	ENSG00000232040.2	5824	ENSG00000232040	ZBED9	protein_coding
NFE2L1	ENSG00000082641.15	5825	ENSG00000082641	NFE2L1	protein_coding
ERGIC2	ENSG00000087502.17	5826	ENSG00000087502	ERGIC2	protein_coding
ACCS	ENSG00000110455.13	5826	ENSG00000110455	ACCS	protein_coding
FAM171B	ENSG00000144369.12	5826	ENSG00000144369	FAM171B	protein_coding
SCN2B	ENSG00000149575.5	5826	ENSG00000149575	SCN2B	protein_coding
HFM1	ENSG00000162669.15	5827	ENSG00000162669	HFM1	protein_coding
ARRB1	ENSG00000137486.16	5828	ENSG00000137486	ARRB1	protein_coding
SUSD6	ENSG00000100647.7	5830	ENSG00000100647	SUSD6	protein_coding
LMX1B	ENSG00000136944.17	5830	ENSG00000136944	LMX1B	protein_coding
WTAP	ENSG00000146457.14	5830	ENSG00000146457	WTAP	protein_coding
TBC1D20	ENSG00000125875.13	5831	ENSG00000125875	TBC1D20	protein_coding
PICALM	ENSG00000073921.17	5833	ENSG00000073921	PICALM	protein_coding
TESMIN	ENSG00000132749.10	5833	ENSG00000132749	TESMIN	protein_coding
LMO4	ENSG00000143013.12	5833	ENSG00000143013	LMO4	protein_coding
ADAM33	ENSG00000149451.17	5834	ENSG00000149451	ADAM33	protein_coding
ORC2	ENSG00000115942.8	5835	ENSG00000115942	ORC2	protein_coding
STPG2	ENSG00000163116.9	5836	ENSG00000163116	STPG2	protein_coding
SNRNP48	ENSG00000168566.12	5836	ENSG00000168566	SNRNP48	protein_coding
TRPC5	ENSG00000072315.3	5839	ENSG00000072315	TRPC5	protein_coding
NAPA	ENSG00000105402.7	5839	ENSG00000105402	NAPA	protein_coding
GTF3C2	ENSG00000115207.13	5839	ENSG00000115207	GTF3C2	protein_coding
CCT5	ENSG00000150753.11	5839	ENSG00000150753	CCT5	protein_coding
SHQ1	ENSG00000144736.13	5841	ENSG00000144736	SHQ1	protein_coding
LCA5L	ENSG00000157578.13	5841	ENSG00000157578	LCA5L	protein_coding
PRKCI	ENSG00000163558.12	5841	ENSG00000163558	PRKCI	protein_coding
TRAPPC11	ENSG00000168538.15	5841	ENSG00000168538	TRAPPC11	protein_coding
TSPAN4	ENSG00000214063.10	5841	ENSG00000214063	TSPAN4	protein_coding
CRNDE	ENSG00000245694.9	5846	ENSG00000245694	CRNDE	lincRNA
ADRA1A	ENSG00000120907.17	5848	ENSG00000120907	ADRA1A	protein_coding
MMS19	ENSG00000155229.20	5849	ENSG00000155229	MMS19	protein_coding
KIF9	ENSG00000088727.12	5850	ENSG00000088727	KIF9	protein_coding
BRD1	ENSG00000100425.18	5850	ENSG00000100425	BRD1	protein_coding
SLC25A26	ENSG00000144741.17	5850	ENSG00000144741	SLC25A26	protein_coding
LINC01550	ENSG00000246223.8	5850	ENSG00000246223	LINC01550	lincRNA
ATP6V1C1	ENSG00000155097.11	5851	ENSG00000155097	ATP6V1C1	protein_coding
MAP3K14	ENSG00000006062.14	5852	ENSG00000006062	MAP3K14	protein_coding
SOX4	ENSG00000124766.6	5852	ENSG00000124766	SOX4	protein_coding
ADGRG5	ENSG00000159618.15	5852	ENSG00000159618	ADGRG5	protein_coding
ASPA	ENSG00000108381.10	5854	ENSG00000108381	ASPA	protein_coding
RAE1	ENSG00000101146.12	5855	ENSG00000101146	RAE1	protein_coding
PAX1	ENSG00000125813.13	5855	ENSG00000125813	PAX1	protein_coding
CTSA	ENSG00000064601.16	5856	ENSG00000064601	CTSA	protein_coding
ELMOD1	ENSG00000110675.12	5856	ENSG00000110675	ELMOD1	protein_coding
AF131216.1	ENSG00000246477.3	5856	ENSG00000246477	AF131216.1	antisense_RNA
ANKRD18B	ENSG00000230453.9	5857	ENSG00000230453	ANKRD18B	protein_coding
AC010422.6	ENSG00000269693.1	5857	ENSG00000269693	AC010422.6	protein_coding
CABP1	ENSG00000157782.9	5858	ENSG00000157782	CABP1	protein_coding
ENC1	ENSG00000171617.13	5858	ENSG00000171617	ENC1	protein_coding
FAM9C	ENSG00000187268.11	5858	ENSG00000187268	FAM9C	protein_coding
SRRM2-AS1	ENSG00000205913.6	5858	ENSG00000205913	SRRM2-AS1	antisense_RNA
CCDC158	ENSG00000163749.17	5860	ENSG00000163749	CCDC158	protein_coding
TVP23B	ENSG00000171928.13	5862	ENSG00000171928	TVP23B	protein_coding
POFUT2	ENSG00000186866.16	5862	ENSG00000186866	POFUT2	protein_coding
ADAMTS16	ENSG00000145536.15	5863	ENSG00000145536	ADAMTS16	protein_coding
CFL1	ENSG00000172757.12	5863	ENSG00000172757	CFL1	protein_coding
NID1	ENSG00000116962.14	5864	ENSG00000116962	NID1	protein_coding
CPT1C	ENSG00000169169.14	5864	ENSG00000169169	CPT1C	protein_coding
SPRED3	ENSG00000188766.12	5864	ENSG00000188766	SPRED3	protein_coding
CHCHD7	ENSG00000170791.17	5866	ENSG00000170791	CHCHD7	protein_coding
SMYD3	ENSG00000185420.18	5866	ENSG00000185420	SMYD3	protein_coding
FRMPD1	ENSG00000070601.9	5867	ENSG00000070601	FRMPD1	protein_coding
PLCD4	ENSG00000115556.13	5867	ENSG00000115556	PLCD4	protein_coding
NAA16	ENSG00000172766.18	5867	ENSG00000172766	NAA16	protein_coding
DTX3L	ENSG00000163840.9	5868	ENSG00000163840	DTX3L	protein_coding
SERPINB8	ENSG00000166401.14	5868	ENSG00000166401	SERPINB8	protein_coding
MKRN1	ENSG00000133606.10	5869	ENSG00000133606	MKRN1	protein_coding
LRRC3	ENSG00000160233.7	5869	ENSG00000160233	LRRC3	protein_coding
PIDD1	ENSG00000177595.17	5869	ENSG00000177595	PIDD1	protein_coding
RABL2B	ENSG00000079974.17	5870	ENSG00000079974	RABL2B	protein_coding
PCYOX1	ENSG00000116005.11	5870	ENSG00000116005	PCYOX1	protein_coding
TMEM64	ENSG00000180694.13	5870	ENSG00000180694	TMEM64	protein_coding
TOM1	ENSG00000100284.20	5871	ENSG00000100284	TOM1	protein_coding
NDUFB5	ENSG00000136521.12	5871	ENSG00000136521	NDUFB5	protein_coding
TSPAN18	ENSG00000157570.11	5871	ENSG00000157570	TSPAN18	protein_coding
NAT8L	ENSG00000185818.7	5871	ENSG00000185818	NAT8L	protein_coding
DHX33	ENSG00000005100.12	5872	ENSG00000005100	DHX33	protein_coding
MYRIP	ENSG00000170011.13	5872	ENSG00000170011	MYRIP	protein_coding
CSRP2	ENSG00000175183.9	5873	ENSG00000175183	CSRP2	protein_coding
PKP4-AS1	ENSG00000204380.4	5874	ENSG00000204380	PKP4-AS1	antisense_RNA
TSTD2	ENSG00000136925.14	5875	ENSG00000136925	TSTD2	protein_coding
FAM71F2	ENSG00000205085.11	5875	ENSG00000205085	FAM71F2	protein_coding
SCNN1A	ENSG00000111319.12	5876	ENSG00000111319	SCNN1A	protein_coding
STRIP2	ENSG00000128578.9	5876	ENSG00000128578	STRIP2	protein_coding
KCNH2	ENSG00000055118.14	5877	ENSG00000055118	KCNH2	protein_coding
KIF5B	ENSG00000170759.10	5877	ENSG00000170759	KIF5B	protein_coding
ADIPOR2	ENSG00000006831.9	5878	ENSG00000006831	ADIPOR2	protein_coding
PCTP	ENSG00000141179.13	5880	ENSG00000141179	PCTP	protein_coding
NXN	ENSG00000167693.16	5880	ENSG00000167693	NXN	protein_coding
RBMX	ENSG00000147274.14	5882	ENSG00000147274	RBMX	protein_coding
RPS6KA1	ENSG00000117676.13	5884	ENSG00000117676	RPS6KA1	protein_coding
C11ORF87	ENSG00000185742.6	5884	ENSG00000185742	C11ORF87	protein_coding
ZNF286B	ENSG00000249459.8	5884	ENSG00000249459	ZNF286B	protein_coding
DNAJB2	ENSG00000135924.15	5886	ENSG00000135924	DNAJB2	protein_coding
HDDC2	ENSG00000111906.17	5888	ENSG00000111906	HDDC2	protein_coding
BMPER	ENSG00000164619.8	5888	ENSG00000164619	BMPER	protein_coding
AVIL	ENSG00000135407.10	5889	ENSG00000135407	AVIL	protein_coding
NUP210L	ENSG00000143552.9	5889	ENSG00000143552	NUP210L	protein_coding
CASKIN1	ENSG00000167971.15	5889	ENSG00000167971	CASKIN1	protein_coding
LINC00664	ENSG00000268658.5	5889	ENSG00000268658	LINC00664	lincRNA
FGD3	ENSG00000127084.17	5890	ENSG00000127084	FGD3	protein_coding
AC008770.1	ENSG00000219665.8	5890	ENSG00000219665	AC008770.1	processed_transcript
DNAJB5	ENSG00000137094.14	5891	ENSG00000137094	DNAJB5	protein_coding
CTSH	ENSG00000103811.15	5892	ENSG00000103811	CTSH	protein_coding
CHRNB2	ENSG00000160716.5	5892	ENSG00000160716	CHRNB2	protein_coding
TMEM134	ENSG00000172663.8	5892	ENSG00000172663	TMEM134	protein_coding
ADNP2	ENSG00000101544.8	5893	ENSG00000101544	ADNP2	protein_coding
LRIG3	ENSG00000139263.11	5893	ENSG00000139263	LRIG3	protein_coding
IQUB	ENSG00000164675.10	5893	ENSG00000164675	IQUB	protein_coding
SIKE1	ENSG00000052723.11	5894	ENSG00000052723	SIKE1	protein_coding
IL4R	ENSG00000077238.13	5894	ENSG00000077238	IL4R	protein_coding
RPS3	ENSG00000149273.14	5894	ENSG00000149273	RPS3	protein_coding
FAM122C	ENSG00000156500.14	5894	ENSG00000156500	FAM122C	protein_coding
METTL3	ENSG00000165819.11	5894	ENSG00000165819	METTL3	protein_coding
ZXDB	ENSG00000198455.4	5894	ENSG00000198455	ZXDB	protein_coding
STXBP3	ENSG00000116266.10	5895	ENSG00000116266	STXBP3	protein_coding
POT1	ENSG00000128513.14	5897	ENSG00000128513	POT1	protein_coding
IRF4	ENSG00000137265.14	5898	ENSG00000137265	IRF4	protein_coding
VKORC1L1	ENSG00000196715.5	5899	ENSG00000196715	VKORC1L1	protein_coding
SNAP23	ENSG00000092531.9	5900	ENSG00000092531	SNAP23	protein_coding
MAPK8IP2	ENSG00000008735.13	5901	ENSG00000008735	MAPK8IP2	protein_coding
POLR2B	ENSG00000047315.15	5901	ENSG00000047315	POLR2B	protein_coding
APOL3	ENSG00000128284.19	5901	ENSG00000128284	APOL3	protein_coding
SCAF4	ENSG00000156304.14	5901	ENSG00000156304	SCAF4	protein_coding
C3ORF70	ENSG00000187068.2	5901	ENSG00000187068	C3ORF70	protein_coding
NFKBIZ	ENSG00000144802.11	5902	ENSG00000144802	NFKBIZ	protein_coding
ST8SIA2	ENSG00000140557.11	5903	ENSG00000140557	ST8SIA2	protein_coding
PCDH1	ENSG00000156453.13	5903	ENSG00000156453	PCDH1	protein_coding
FILIP1L	ENSG00000168386.18	5903	ENSG00000168386	FILIP1L	protein_coding
R3HDM2	ENSG00000179912.20	5903	ENSG00000179912	R3HDM2	protein_coding
DEPDC1	ENSG00000024526.16	5904	ENSG00000024526	DEPDC1	protein_coding
GSDMB	ENSG00000073605.18	5905	ENSG00000073605	GSDMB	protein_coding
P2RX5-TAX1BP3	ENSG00000257950.3	5905	ENSG00000257950	P2RX5-TAX1BP3	protein_coding
SPRTN	ENSG00000010072.15	5906	ENSG00000010072	SPRTN	protein_coding
PTPN7	ENSG00000143851.15	5906	ENSG00000143851	PTPN7	protein_coding
UPF2	ENSG00000151461.19	5906	ENSG00000151461	UPF2	protein_coding
NOL6	ENSG00000165271.16	5906	ENSG00000165271	NOL6	protein_coding
VPS11	ENSG00000160695.14	5907	ENSG00000160695	VPS11	protein_coding
IAH1	ENSG00000134330.18	5908	ENSG00000134330	IAH1	protein_coding
RWDD1	ENSG00000111832.12	5909	ENSG00000111832	RWDD1	protein_coding
MTF2	ENSG00000143033.17	5909	ENSG00000143033	MTF2	protein_coding
TAF15	ENSG00000270647.5	5909	ENSG00000270647	TAF15	protein_coding
ASH2L	ENSG00000129691.15	5910	ENSG00000129691	ASH2L	protein_coding
PEX13	ENSG00000162928.8	5910	ENSG00000162928	PEX13	protein_coding
RNF10	ENSG00000022840.15	5911	ENSG00000022840	RNF10	protein_coding
RUFY1	ENSG00000176783.14	5911	ENSG00000176783	RUFY1	protein_coding
AC006262.1	ENSG00000268460.1	5911	ENSG00000268460	AC006262.1	processed_transcript
PPP4R3A	ENSG00000100796.17	5912	ENSG00000100796	PPP4R3A	protein_coding
RBM19	ENSG00000122965.10	5912	ENSG00000122965	RBM19	protein_coding
AP3M1	ENSG00000185009.12	5912	ENSG00000185009	AP3M1	protein_coding
RABGGTB	ENSG00000137955.15	5913	ENSG00000137955	RABGGTB	protein_coding
SEPT5	ENSG00000184702.18	5914	ENSG00000184702	SEPT5	protein_coding
AL591135.1	ENSG00000218418.2	5914	ENSG00000218418	AL591135.1	processed_pseudogene
CHTF18	ENSG00000127586.16	5916	ENSG00000127586	CHTF18	protein_coding
MOB3C	ENSG00000142961.14	5916	ENSG00000142961	MOB3C	protein_coding
ARFGAP2	ENSG00000149182.14	5918	ENSG00000149182	ARFGAP2	protein_coding
SLC35B1	ENSG00000121073.13	5919	ENSG00000121073	SLC35B1	protein_coding
ZNF512B	ENSG00000196700.8	5919	ENSG00000196700	ZNF512B	protein_coding
ZNF510	ENSG00000081386.12	5921	ENSG00000081386	ZNF510	protein_coding
ITIH3	ENSG00000162267.12	5921	ENSG00000162267	ITIH3	protein_coding
PRSS27	ENSG00000172382.9	5921	ENSG00000172382	PRSS27	protein_coding
CD99P1	ENSG00000223773.7	5921	ENSG00000223773	CD99P1	transcribed_unprocessed_pseudogene
CNST	ENSG00000162852.13	5922	ENSG00000162852	CNST	protein_coding
RGS13	ENSG00000127074.14	5923	ENSG00000127074	RGS13	protein_coding
HNRNPLL	ENSG00000143889.15	5923	ENSG00000143889	HNRNPLL	protein_coding
TIFAB	ENSG00000255833.1	5923	ENSG00000255833	TIFAB	protein_coding
TTLL9	ENSG00000131044.16	5925	ENSG00000131044	TTLL9	protein_coding
PIK3C2G	ENSG00000139144.9	5925	ENSG00000139144	PIK3C2G	protein_coding
TAMM41	ENSG00000144559.10	5925	ENSG00000144559	TAMM41	protein_coding
THY1	ENSG00000154096.13	5925	ENSG00000154096	THY1	protein_coding
LRWD1	ENSG00000161036.12	5926	ENSG00000161036	LRWD1	protein_coding
CCDC113	ENSG00000103021.9	5927	ENSG00000103021	CCDC113	protein_coding
PC	ENSG00000173599.13	5927	ENSG00000173599	PC	protein_coding
GRID1	ENSG00000182771.18	5927	ENSG00000182771	GRID1	protein_coding
E2F5	ENSG00000133740.10	5928	ENSG00000133740	E2F5	protein_coding
CDH12	ENSG00000154162.14	5928	ENSG00000154162	CDH12	protein_coding
FBXO40	ENSG00000163833.7	5929	ENSG00000163833	FBXO40	protein_coding
AF127577.4	ENSG00000235609.7	5929	ENSG00000235609	AF127577.4	lincRNA
AC138627.1	ENSG00000261404.6	5929	ENSG00000261404	AC138627.1	lincRNA
PIK3CG	ENSG00000105851.10	5930	ENSG00000105851	PIK3CG	protein_coding
SPRY4	ENSG00000187678.8	5930	ENSG00000187678	SPRY4	protein_coding
ADPGK	ENSG00000159322.17	5931	ENSG00000159322	ADPGK	protein_coding
DOCK11P1	ENSG00000259000.1	5932	ENSG00000259000	DOCK11P1	processed_pseudogene
JAM2	ENSG00000154721.14	5933	ENSG00000154721	JAM2	protein_coding
OR2M4	ENSG00000171180.2	5934	ENSG00000171180	OR2M4	protein_coding
NELFA	ENSG00000185049.14	5935	ENSG00000185049	NELFA	protein_coding
DENND6B	ENSG00000205593.11	5935	ENSG00000205593	DENND6B	protein_coding
FEZ1	ENSG00000149557.12	5937	ENSG00000149557	FEZ1	protein_coding
OR7E25P	ENSG00000187847.4	5937	ENSG00000187847	OR7E25P	transcribed_unprocessed_pseudogene
BCL6	ENSG00000113916.17	5938	ENSG00000113916	BCL6	protein_coding
ARHGAP12	ENSG00000165322.17	5938	ENSG00000165322	ARHGAP12	protein_coding
DHX40	ENSG00000108406.9	5939	ENSG00000108406	DHX40	protein_coding
SPATA6	ENSG00000132122.11	5939	ENSG00000132122	SPATA6	protein_coding
GAREM2	ENSG00000157833.12	5939	ENSG00000157833	GAREM2	protein_coding
LRRC15	ENSG00000172061.8	5940	ENSG00000172061	LRRC15	protein_coding
JPH3	ENSG00000154118.12	5941	ENSG00000154118	JPH3	protein_coding
GRAMD1A	ENSG00000089351.14	5942	ENSG00000089351	GRAMD1A	protein_coding
MAML1	ENSG00000161021.12	5942	ENSG00000161021	MAML1	protein_coding
INVS	ENSG00000119509.12	5943	ENSG00000119509	INVS	protein_coding
JPH2	ENSG00000149596.6	5943	ENSG00000149596	JPH2	protein_coding
APCDD1	ENSG00000154856.12	5943	ENSG00000154856	APCDD1	protein_coding
ZFR2	ENSG00000105278.10	5944	ENSG00000105278	ZFR2	protein_coding
BTBD2	ENSG00000133243.8	5944	ENSG00000133243	BTBD2	protein_coding
KMO	ENSG00000117009.11	5946	ENSG00000117009	KMO	protein_coding
CDC40	ENSG00000168438.14	5946	ENSG00000168438	CDC40	protein_coding
PDE7B	ENSG00000171408.13	5946	ENSG00000171408	PDE7B	protein_coding
NBPF11	ENSG00000263956.6	5947	ENSG00000263956	NBPF11	protein_coding
EEF1A1	ENSG00000156508.17	5948	ENSG00000156508	EEF1A1	protein_coding
C11ORF95	ENSG00000188070.9	5948	ENSG00000188070	C11ORF95	protein_coding
HOOK2	ENSG00000095066.11	5950	ENSG00000095066	HOOK2	protein_coding
TBX3	ENSG00000135111.15	5950	ENSG00000135111	TBX3	protein_coding
CACTIN	ENSG00000105298.13	5952	ENSG00000105298	CACTIN	protein_coding
GPR63	ENSG00000112218.8	5952	ENSG00000112218	GPR63	protein_coding
ZNF260	ENSG00000254004.6	5952	ENSG00000254004	ZNF260	protein_coding
SYT7	ENSG00000011347.9	5953	ENSG00000011347	SYT7	protein_coding
VPS37B	ENSG00000139722.6	5953	ENSG00000139722	VPS37B	protein_coding
NOS3	ENSG00000164867.10	5953	ENSG00000164867	NOS3	protein_coding
RBL1	ENSG00000080839.11	5954	ENSG00000080839	RBL1	protein_coding
FAF2	ENSG00000113194.12	5954	ENSG00000113194	FAF2	protein_coding
NUDT21	ENSG00000167005.13	5954	ENSG00000167005	NUDT21	protein_coding
GPNMB	ENSG00000136235.15	5956	ENSG00000136235	GPNMB	protein_coding
ADAM29	ENSG00000168594.15	5957	ENSG00000168594	ADAM29	protein_coding
MFN1	ENSG00000171109.18	5957	ENSG00000171109	MFN1	protein_coding
MAMLD1	ENSG00000013619.13	5958	ENSG00000013619	MAMLD1	protein_coding
CD6	ENSG00000013725.14	5958	ENSG00000013725	CD6	protein_coding
MFSD4B	ENSG00000173214.5	5958	ENSG00000173214	MFSD4B	protein_coding
ADCY8	ENSG00000155897.9	5961	ENSG00000155897	ADCY8	protein_coding
PTOV1	ENSG00000104960.15	5962	ENSG00000104960	PTOV1	protein_coding
PGF	ENSG00000119630.13	5962	ENSG00000119630	PGF	protein_coding
HNF1B	ENSG00000275410.4	5962	ENSG00000275410	HNF1B	protein_coding
AVPR1A	ENSG00000166148.3	5963	ENSG00000166148	AVPR1A	protein_coding
LCA5	ENSG00000135338.13	5964	ENSG00000135338	LCA5	protein_coding
PPP4R2	ENSG00000163605.14	5964	ENSG00000163605	PPP4R2	protein_coding
C16ORF70	ENSG00000125149.11	5965	ENSG00000125149	C16ORF70	protein_coding
KIAA1522	ENSG00000162522.10	5965	ENSG00000162522	KIAA1522	protein_coding
TTC19	ENSG00000011295.15	5966	ENSG00000011295	TTC19	protein_coding
CAPN12	ENSG00000182472.8	5966	ENSG00000182472	CAPN12	protein_coding
C1ORF112	ENSG00000000460.16	5967	ENSG00000000460	C1ORF112	protein_coding
VSTM2A	ENSG00000170419.10	5967	ENSG00000170419	VSTM2A	protein_coding
DIABLO	ENSG00000184047.16	5967	ENSG00000184047	DIABLO	protein_coding
HOXA-AS3	ENSG00000254369.6	5967	ENSG00000254369	HOXA-AS3	antisense_RNA
MICALL1	ENSG00000100139.13	5968	ENSG00000100139	MICALL1	protein_coding
JMJD6	ENSG00000070495.14	5969	ENSG00000070495	JMJD6	protein_coding
FGFR1OP2	ENSG00000111790.13	5971	ENSG00000111790	FGFR1OP2	protein_coding
MSN	ENSG00000147065.16	5971	ENSG00000147065	MSN	protein_coding
TLCD2	ENSG00000185561.9	5971	ENSG00000185561	TLCD2	protein_coding
CBFA2T3	ENSG00000129993.14	5972	ENSG00000129993	CBFA2T3	protein_coding
SF1	ENSG00000168066.20	5972	ENSG00000168066	SF1	protein_coding
CDH5	ENSG00000179776.17	5972	ENSG00000179776	CDH5	protein_coding
CYB5R3	ENSG00000100243.20	5973	ENSG00000100243	CYB5R3	protein_coding
SLC9A1	ENSG00000090020.10	5974	ENSG00000090020	SLC9A1	protein_coding
ZNF28	ENSG00000198538.10	5974	ENSG00000198538	ZNF28	protein_coding
HAGH	ENSG00000063854.12	5975	ENSG00000063854	HAGH	protein_coding
CD33	ENSG00000105383.14	5975	ENSG00000105383	CD33	protein_coding
IQCA1	ENSG00000132321.16	5975	ENSG00000132321	IQCA1	protein_coding
TTC30A	ENSG00000197557.6	5975	ENSG00000197557	TTC30A	protein_coding
FBXO45	ENSG00000174013.7	5976	ENSG00000174013	FBXO45	protein_coding
SLC30A3	ENSG00000115194.10	5978	ENSG00000115194	SLC30A3	protein_coding
CROCC2	ENSG00000226321.5	5978	ENSG00000226321	CROCC2	protein_coding
NFE2L2	ENSG00000116044.15	5979	ENSG00000116044	NFE2L2	protein_coding
RPL23	ENSG00000125691.12	5979	ENSG00000125691	RPL23	protein_coding
AJUBA	ENSG00000129474.15	5979	ENSG00000129474	AJUBA	protein_coding
KANK4	ENSG00000132854.18	5980	ENSG00000132854	KANK4	protein_coding
POLG	ENSG00000140521.12	5980	ENSG00000140521	POLG	protein_coding
OR4K13	ENSG00000176253.3	5980	ENSG00000176253	OR4K13	protein_coding
PTPN23	ENSG00000076201.14	5981	ENSG00000076201	PTPN23	protein_coding
AC005865.2	ENSG00000250770.3	5981	ENSG00000250770	AC005865.2	transcribed_unprocessed_pseudogene
SLFN11	ENSG00000172716.16	5982	ENSG00000172716	SLFN11	protein_coding
ANKRD30B	ENSG00000180777.13	5982	ENSG00000180777	ANKRD30B	protein_coding
AL079307.1	ENSG00000258535.1	5982	ENSG00000258535	AL079307.1	sense_overlapping
CX3CL1	ENSG00000006210.6	5983	ENSG00000006210	CX3CL1	protein_coding
TOLLIP	ENSG00000078902.15	5983	ENSG00000078902	TOLLIP	protein_coding
NIPAL1	ENSG00000163293.11	5983	ENSG00000163293	NIPAL1	protein_coding
SLC12A7	ENSG00000113504.20	5984	ENSG00000113504	SLC12A7	protein_coding
AMOTL2	ENSG00000114019.14	5984	ENSG00000114019	AMOTL2	protein_coding
SLC9A2	ENSG00000115616.2	5984	ENSG00000115616	SLC9A2	protein_coding
PADI2	ENSG00000117115.12	5984	ENSG00000117115	PADI2	protein_coding
SOCS6	ENSG00000170677.5	5984	ENSG00000170677	SOCS6	protein_coding
CHID1	ENSG00000177830.17	5984	ENSG00000177830	CHID1	protein_coding
MIR600HG	ENSG00000236901.6	5984	ENSG00000236901	MIR600HG	sense_intronic
AC123769.2	ENSG00000279674.1	5984	ENSG00000279674	AC123769.2	TEC
SEC14L2	ENSG00000100003.17	5985	ENSG00000100003	SEC14L2	protein_coding
ZNF432	ENSG00000256087.6	5985	ENSG00000256087	ZNF432	protein_coding
HERC2P8	ENSG00000261599.6	5985	ENSG00000261599	HERC2P8	transcribed_unprocessed_pseudogene
AL360270.2	ENSG00000261654.1	5985	ENSG00000261654	AL360270.2	sense_overlapping
FMO5	ENSG00000131781.12	5986	ENSG00000131781	FMO5	protein_coding
FAM117B	ENSG00000138439.11	5986	ENSG00000138439	FAM117B	protein_coding
USP14	ENSG00000101557.14	5987	ENSG00000101557	USP14	protein_coding
ZNF235	ENSG00000159917.15	5989	ENSG00000159917	ZNF235	protein_coding
NFYC	ENSG00000066136.20	5990	ENSG00000066136	NFYC	protein_coding
PIGS	ENSG00000087111.20	5990	ENSG00000087111	PIGS	protein_coding
RACK1	ENSG00000204628.11	5990	ENSG00000204628	RACK1	protein_coding
SLC7A8	ENSG00000092068.19	5991	ENSG00000092068	SLC7A8	protein_coding
CRX	ENSG00000105392.15	5991	ENSG00000105392	CRX	protein_coding
TP53BP2	ENSG00000143514.16	5991	ENSG00000143514	TP53BP2	protein_coding
ZRANB1	ENSG00000019995.6	5993	ENSG00000019995	ZRANB1	protein_coding
RASA2	ENSG00000155903.11	5993	ENSG00000155903	RASA2	protein_coding
MCFD2	ENSG00000180398.11	5994	ENSG00000180398	MCFD2	protein_coding
LINC00094	ENSG00000235106.9	5994	ENSG00000235106	LINC00094	protein_coding
AQP4	ENSG00000171885.13	5995	ENSG00000171885	AQP4	protein_coding
RTEL1	ENSG00000258366.7	5995	ENSG00000258366	RTEL1	protein_coding
CPNE6	ENSG00000100884.9	5996	ENSG00000100884	CPNE6	protein_coding
PTP4A1	ENSG00000112245.10	5996	ENSG00000112245	PTP4A1	protein_coding
FHL1	ENSG00000022267.16	5997	ENSG00000022267	FHL1	protein_coding
FBXO10	ENSG00000147912.12	5997	ENSG00000147912	FBXO10	protein_coding
C2ORF88	ENSG00000187699.10	5997	ENSG00000187699	C2ORF88	protein_coding
PCMTD2	ENSG00000203880.11	5997	ENSG00000203880	PCMTD2	protein_coding
FGF5	ENSG00000138675.16	5998	ENSG00000138675	FGF5	protein_coding
MED9	ENSG00000141026.5	5998	ENSG00000141026	MED9	protein_coding
CAMTA2	ENSG00000108509.20	5999	ENSG00000108509	CAMTA2	protein_coding
RMDN2	ENSG00000115841.19	5999	ENSG00000115841	RMDN2	protein_coding
DUS1L	ENSG00000169718.17	5999	ENSG00000169718	DUS1L	protein_coding
C12ORF66	ENSG00000174206.12	5999	ENSG00000174206	C12ORF66	protein_coding
OR5H1	ENSG00000231192.2	5999	ENSG00000231192	OR5H1	protein_coding
MCMBP	ENSG00000197771.12	6000	ENSG00000197771	MCMBP	protein_coding
URB2	ENSG00000135763.9	6001	ENSG00000135763	URB2	protein_coding
